country,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,generation_gwh_2017,estimated_generation_gwh_2017
USA,USA0058730,3,35.3169,-81.9264,Solar,,,,2016,Amethyst Solar LLC,5.916,5.86
USA,USA0058185,1.7,42.3717,-72.5122,Gas,Oil,,,2006,Amherst College,0,5.99
USA,USA0006128,66,29.4498,-101.0601,Hydro,,,,1983,International Bound & Wtr Comm,145.7,237.25
USA,USA0002354,16,43.0022,-71.4721,Hydro,,,,1922.75,Central Rivers Power NH  LLC,90.894,60.41
USA,USA0056706,12.5,37.1067,-120.2485,Waste,,,,2008,Ampersand Chowchilla Biomass LLC,70.139,2.26
USA,USA0060684,1,32.269,-110.975,Solar,,,,2017,Constellation Solar Arizona 2  LLC,2.29,1.62
USA,USA0058000,99.8,29.2347,-100.2092,Wind,,,,2013,RWE Renewables Americas LLC,332.715,277.62
USA,USA0002945,7.8,39.757,-81.1155,Oil,Gas,,,1969.692308,City of Woodsfield - (OH),0.003,4.57
USA,USA0003006,534.9,35.0847,-98.23,Gas,,,,1982.234249,Western Farmers Elec Coop  Inc,995.668,1886.32
USA,USA0059416,2.1,33.8025,-117.9197,Solar,,,,2014,Anaheim Public Utilities,3.285,3.75
USA,USA0058044,6,41.8508,-91.2342,Wind,,,,2012,Acciona Energy USA Global  LLC,11.784,16.61
USA,USA0000075,77.9,61.2221,-149.8661,Gas,Oil,,,1994.997433,Anchorage Municipal Light and Power,50.849,274.71
USA,USA0008048,1112.4,28.1844,-82.7886,Gas,Oil,,,1976,Duke Energy Florida  LLC,0,3922.87
USA,USA0007336,168.7,40.0529,-85.7389,Gas,Oil,,,1998.110255,Indiana Municipal Power Agency,9.16,594.91
USA,USA0056138,2,41.6014,-93.5765,Oil,,,,2000,MidAmerican Energy Co,0.012,1.17
USA,USA0059115,1.9,34.9756,-78.5167,Solar,,,,2014,Anderson Farm LLC,3.953,3.56
USA,USA0010553,1,42.4714,-71.7433,Oil,,,,1987,Anderson Power Products,0.006,0.58
USA,USA0006395,40,43.3571,-115.4515,Hydro,,,,1951,U S Bureau of Reclamation,162.521,126.17
USA,USA0056121,3.2,34.5739,-82.4621,Waste,,,,2008,South Carolina Public Service Authority,9.559,0.57
USA,USA0058939,5,33.0294,-103.8558,Wind,,,,2015,BayWa r.e Wind LLC,18.232,15.44
USA,USA0058940,10,33.0139,-103.865,Wind,,,,2015,BayWa r.e Wind LLC,43.426,32.54
USA,USA0059497,5,35.1608,-77.1099,Solar,,,,2016,Cypress Creek Renewables,9.844,9.34
USA,USA0061181,4.5,44.9019,-94.0316,Solar,,,,2017,Andromeda Community Solar,0.817,7.33
USA,USA0001480,3.6,44.1353,-70.2015,Hydro,,,,1928,Brookfield White Pine Hydro LLC,0,14.03
USA,USA0055031,163.5,44.5063,-70.2423,Gas,Oil,,,1999.333333,Verso Paper Androscoggin LLC,0,576.58
USA,USA0054085,80,44.5063,-70.2395,Biomass,Waste,Oil,,1968.375,Verso Paper Androscoggin LLC,213.600997,
USA,USA0058731,5,35.6511,-81.2086,Solar,,,,2016,Cypress Creek Renewables,9.241,10.24
USA,USA0000215,1.4,38.0719,-120.5394,Hydro,,,,1940,Utica Water & Power Authority,6.84,2.56
USA,USA0058867,5,35.5164,-78.75,Solar,,,,2014,Angier Farm LLC,8.121,9.86
USA,USA0007462,1.5,57.4992,-134.5861,Oil,,,,1999,Inside Passage Elec Coop  Inc,1.675,0.87
USA,USA0007237,405.7,43.6035,-96.6356,Gas,Oil,,,1998.508997,Northern States Power Co - Minnesota,70.125,1430.69
USA,USA0059331,1.6,38.2336,-122.0925,Wind,,,,2014,Foundation CA Fund VII Manager  LLC,3.433,3.37
USA,USA0010431,8.7,30.4342,-81.6454,Gas,,,,1987,Anheuser-Busch Inc,0,30.68
USA,USA0010430,26.1,38.5978,-90.2107,Gas,Biomass,,,1946.164751,Anheuser-Busch Inc,0,92.04
USA,USA0007182,1.7,61.5807,-159.5356,Oil,,,,2001.058824,Aniak Light & Power Co Inc,2.161,0.99
USA,USA0002465,18.8,36.7251,-108.192,Gas,Hydro,,,1993.287234,City of Farmington - (NM),11.923,66.29
USA,USA0001123,2.9,41.4442,-94.7665,Oil,,,,1992.793103,City of Anita - (IA),0.021,1.69
USA,USA0060520,6,45.247,-94.1069,Solar,,,,2017,Enel Green Power NA  Inc.,10.052,9.77
USA,USA0000062,4,58.3176,-134.101,Hydro,,,,1916,Alaska Electric Light&Power Co,19.151,14.75
USA,USA0002214,1.5,41.2892,-99.3863,Gas,Oil,,,1973.2,City of Ansley - (NE),0.006,5.28
USA,USA0010186,29,44.7975,-69.8867,Hydro,,,,1980.937931,Eagle Creek RE LLC,131.899,95.91
USA,USA0056249,343.8,34.9687,-79.9217,Gas,Oil,,,2007,North Carolina El Member Corp,187.928996,1212.4
USA,USA0059495,4,41.4169,-72.2344,Solar,,,,2014,GRE 314 East Lyme LLC,5.915,6.19
USA,USA0060279,20,34.6948,-118.2877,Solar,,,,2016,Sustainable Power Group  LLC,56.416,53.77
USA,USA0060186,50,34.6556,-118.2807,Solar,,,,2017,Sustainable Power Group  LLC,131.882,81.47
USA,USA0060187,5,34.6869,-118.3117,Solar,,,,2017,Sustainable Power Group  LLC,14.248,8.14
USA,USA0057865,167.4,33.865,-101.8433,Gas,,,,2011,Golden Spread Electric Cooperative  Inc,92.551,590.33
USA,USA0006469,954,47.3705,-101.8357,Coal,,,,1985,Basin Electric Power Coop,0,4406.69
USA,USA0001258,11.1,37.1517,-98.0311,Gas,Oil,,,1976.324324,City of Anthony - (KS),2.091,39.14
USA,USA0059489,1.7,41.6272,-83.5747,Solar,,,,2014,GEM Energy LLC,1.991,2.4
USA,USA0060937,2,43.9065,-96.1382,Solar,,,,2017,Antlia Community Solar,0.93,3.25
USA,USA0060964,20,32.0681,-109.8904,Solar,,,,2017,Arizona Electric Pwr Coop Inc,13.024,32.59
USA,USA0000160,660.7,32.0603,-109.8931,Gas,Coal,Oil,,1978.282428,Arizona Electric Pwr Coop Inc,0,2329.95
USA,USA0003394,93.6,35.1677,-84.2956,Hydro,,,,1943,Tennessee Valley Authority,310.805,234.48
USA,USA0055514,600.6,36.416,-114.9609,Gas,,,,2003,Los Angeles Department of Water & Power,3137.102,2118.01
USA,USA0058489,20,36.39,-114.97,Solar,,,,2012,Southern Power Co,51.808,41.16
USA,USA0058690,100,43.815,-83.315,Wind,,,,2017,Apple Blossom Wind  LLC,43.704,293.67
USA,USA0059557,4,37.33,-122.01,Waste,Biomass,,,2017,Apple  Inc,14.044,0.72
USA,USA0059473,14.4,37.33,-122.01,Solar,,,,2017,Apple  Inc,3.387,23.46
USA,USA0058264,10.5,35.5883,-81.2667,Waste,,,,2012.52381,Apple  Inc,79.393,1.9
USA,USA0058701,20,35.7389,-81.2078,Solar,,,,2013,Apple  Inc,39.668,44.16
USA,USA0057994,21,35.5881,-81.252,Solar,,,,2013,Apple  Inc,39.58,46.42
USA,USA0059474,17.5,35.715,-81.15,Solar,,,,2016,Apple  Inc,36.663,39.3
USA,USA0058828,5,35.6294,-81.1569,Solar,,,,2015,Cypress Creek Renewables,9.849,10.19
USA,USA0006231,2.4,45.1576,-92.7162,Hydro,,,,1901,Northern States Power Co - Minnesota,13.877,8.15
USA,USA0004043,2.2,44.2539,-88.4096,Hydro,,,,1950.909091,Wisconsin Electric Power Co,14.389,9.23
USA,USA0057280,1,39.9647,-75.6578,Solar,,,,2010,Aqua America Inc,1.231,1.42
USA,USA0056336,90,34.8147,-105.0108,Wind,,,,2007,Leeward Asset Management  LLC,272.99,283.04
USA,USA0060724,1.8,39.6384,-104.6742,Solar,,,,2017,Clean Focus Renewables  Inc.,0,2.93
USA,USA0055200,194,39.6692,-105.0018,Gas,,,,2000.534021,SWG Arapahoe  LLC,184.229,684.14
USA,USA0058492,3.5,36.4611,-80.6006,Solar,,,,2012,Oppidum Renewables USA  LLC,5.946,5.43
USA,USA0058801,2,35.3964,-77.7036,Solar,,,,2014,Argand Energy Solutions  LLC,2.971,3.29
USA,USA0059234,100,34.3869,-97.1369,Wind,,,,2015,Arbuckle Mountain Wind Farm LLC,411.644,342.09
USA,USA0004100,16.9,44.2524,-91.5034,Oil,Gas,,,1985.491124,City of Arcadia - (WI),0.052,9.9
USA,USA0002902,1.2,39.9861,-84.5503,Oil,,,,1948.916667,City of Arcanum - (OH),0.014,0.7
USA,USA0007781,1.8,39.9867,-84.5513,Oil,,,,1999,American Mun Power-Ohio  Inc,0.057,1.05
USA,USA0010245,176.2,41.635,-87.1387,Gas,,,,1969.351873,ArcelorMittal Burns Harbor Inc,470.035,621.36
USA,USA0010397,152,41.6638,-87.4523,Gas,,,,1972.947368,ArcelorMittal Indiana Harbor West,246.657419,536.02
USA,USA0054207,20.5,41.2119,-80.8176,Gas,,,,1959.609756,ArcelorMittal Warren Inc,0,72.29
USA,USA0010398,67,41.4739,-81.6728,Gas,Oil,,,1976.41791,ArcelorMittal Cleveland Inc,135.064997,236.27
USA,USA0050279,92.9,41.485,-75.5406,Gas,Waste,,,1998.644779,PEI Power Corp,248.846003,327.61
USA,USA0060662,2,39.445,-76.217,Solar,,,,2016,Constellation Solar MC  LLC,3.591,3.14
USA,USA0060663,2,39.445,-76.217,Solar,,,,2016,Constellation Solar MC  LLC,3.627,3.14
USA,USA0010864,294.6,41.9221,-91.6875,Coal,Waste,Gas,,1996.513917,Archer Daniels Midland Co,1019.361996,1360.8
USA,USA0010860,180,41.8206,-90.2097,Coal,Waste,Biomass,Other,2009,Archer Daniels Midland Co,677.099004,831.45
USA,USA0057046,71.4,41.4164,-97.2863,Coal,Waste,Other,,2010,Archer Daniels Midland Co,0,329.8
USA,USA0010865,335,39.8701,-88.8908,Coal,Waste,Other,,1995.620896,Archer Daniels Midland Co,0,1547.42
USA,USA0010861,7.9,41.6244,-93.5845,Coal,,,,1988,Archer Daniels Midland Co,0,36.49
USA,USA0010862,7.9,40.8665,-96.6145,Coal,,,,1988,Archer Daniels Midland Co,0,36.49
USA,USA0010863,6.1,44.1871,-93.9924,Coal,,,,1987,Archer Daniels Midland Co,23.314,28.17
USA,USA0010866,36,40.6772,-89.6049,Gas,,,,1988,Archer Daniels Midland Co,0,126.95
USA,USA0054316,52.5,33.9397,-77.9905,Gas,Oil,,,1992.971429,Archer Daniels Midland Co,0.5,185.14
USA,USA0060742,6.3,41.7165,-87.9706,Gas,,,,2016,Argonne National Laboratory,35.51422,22.21
USA,USA0010684,62.5,35.765,-117.3833,Coal,Gas,,,1974.4,Searles Valley Minerals Operations Inc.,304.504002,288.69
USA,USA0007810,2.3,42.7019,-89.8697,Oil,Hydro,,,2000.73913,City of Argyle - (WI),0.171,1.34
USA,USA0060938,4,44.0449,-92.9886,Solar,,,,2017,Aries Community Solar,0.79,6.51
USA,USA0058199,17.1,33.4172,-111.9283,Gas,,,,2012.005848,Energy Center Phoenix LLC,50.917,60.3
USA,USA0057765,4.7,32.6878,-114.4961,Solar,,,,2011.851064,Main Street Power,9.02,8.41
USA,USA0008055,1845,35.311,-93.2351,Nuclear,,,,1977.554201,Entergy Arkansas LLC,12691.079,14636.91
USA,USA0061355,1.3,32.6391,-97.2429,Hydro,,,,2015,Tarrant Regional Water District,1.588,2.46
USA,USA0055282,713,33.3417,-112.8897,Gas,,,,2002,Arlington Valley LLC,2039.808,2514.39
USA,USA0057680,129,33.305,-112.8339,Solar,,,,2013,Arlington Valley Solar Energy II LLC,357.988,317.69
USA,USA0056855,103,45.7167,-120.2008,Wind,,,,2009,Arlington Wind Power Project LLC,183.153,267.75
USA,USA0057044,100.5,41.7619,-76.8553,Wind,,,,2010,Allete Clean Energy,267.464,307.89
USA,USA0055347,688,40.638,-79.3517,Gas,Oil,,,2002,Armstrong Power LLC,1372.481977,2426.22
USA,USA0058315,5,35.7792,-81.1756,Solar,,,,2012,Strata Fund 2 Lessee LLC,8.969,9.13
USA,USA0002216,1.1,41.4219,-100.1956,Oil,,,,1950.818182,Village of Arnold - (NE),0,0.64
USA,USA0003995,1.4,45.7517,-91.2028,Hydro,,,,1971.285714,Renewable World Energies LLC,8.204,5.68
USA,USA0058445,2,34.655,-118.0511,Solar,,,,2013,CD US Solar MT 2 LLC,2.767,4.19
USA,USA0058446,1.5,34.6506,-118.0519,Solar,,,,2013,CD US Solar MT 2 LLC,4.312,3.28
USA,USA0058447,4,34.6478,-118.0611,Solar,,,,2013,CD US Solar MT 2 LLC,2.32,7.98
USA,USA0056997,15,43.595,-115.9233,Hydro,,,,2010,Boise-Kuna Irrigation District,80.923,54.7
USA,USA0001416,125,32.5181,-93.7611,Gas,,,,1960,Southwestern Electric Power Co,23.661,440.81
USA,USA0002490,895.5,40.5916,-74.2,Gas,,,,1965.201005,NRG Arthur Kill Operations Inc,827.118,3157.97
USA,USA0007512,575,29.257,-98.384,Gas,,,,2000,City of San Antonio - (TX),2356.143,2027.73
USA,USA0008028,22.5,44.69,-106.1092,Gas,,,,2002,Basin Electric Power Coop,0.163,79.34
USA,USA0000688,654.3,30.4522,-84.4,Gas,Oil,,,1996.428855,City of Tallahassee - (FL),0,2307.38
USA,USA0057930,1.9,32.1081,-110.8247,Solar,,,,2011,FRB Solar LLC,0.075,3.03
USA,USA0002076,212.8,37.3613,-94.5893,Coal,Oil,Other,,1970,Empire District Electric Co,987.539999,982.96
USA,USA0010418,52.1,29.2558,-95.2103,Gas,,,,1999.193858,Ascend Performance Materials,206.07941,183.73
USA,USA0003708,13.2,43.4011,-72.4203,Oil,,,,1961,Green Mountain Power Corp,0.733,7.73
USA,USA0061399,1.8,42.68,-71.83,Solar,,,,2018,LSE Cassiopeia LLC,0.03168,2.93
USA,USA0054104,156.5,33.6417,-94.1083,Biomass,Coal,Waste,Gas,1984.530351,Domtar Industries Inc,643.526998,
USA,USA0002706,1131.1,35.4731,-82.5417,Gas,Coal,Oil,,1993.128547,Duke Energy Progress - (NC),1315.519992,3988.81
USA,USA0001259,5.6,37.1938,-99.7631,Oil,Gas,,,1983.196429,City of Ashland - (KS),0.096,3.28
USA,USA0059566,4,36.1261,-80.7989,Solar,,,,2015,Ashley Solar Farm  LLC,6.947,7.74
USA,USA0000088,4.6,41.949,-74.2063,Hydro,,,,1982,New York Power Authority,13.251,13.18
USA,USA0055990,26.1,41.89,-80.7612,Gas,,,,2001,DTE Ashtabula  LLC,124.16511,92.04
USA,USA0057032,48,47.1244,-97.8961,Wind,,,,2008,Otter Tail Power Co,161.449,152.77
USA,USA0057121,120,47.2924,-97.9317,Wind,,,,2009,Ashtabula Wind II LLC,403.833,405.36
USA,USA0057387,62.4,47.1242,-97.8956,Wind,,,,2011,Ashtabula Wind III LLC,226.965,194.8
USA,USA0000825,6.7,44.0786,-111.4973,Hydro,,,,1921.776119,PacifiCorp,36.863,24.56
USA,USA0059694,5,34.7912,-78.0121,Solar,,,,2015,SRE Utility Solar 1  LLC,9.82,9.69
USA,USA0059737,9,36.5522,-120.3525,Solar,,,,2017,Sustainable Power Group  LLC,5.524,14.66
USA,USA0055375,595,40.7825,-73.8964,Gas,Oil,,,2006,Astoria Energy LLC,3252.555012,2098.26
USA,USA0057664,650,40.7813,-73.8966,Gas,Oil,,,2011,Astoria Energy II LLC,2581.964004,2292.22
USA,USA0055243,502.8,40.787,-73.9048,Gas,Oil,,,1970,NRG Astoria Gas Turbine Operations Inc,29.46,1773.12
USA,USA0008906,1345,40.7877,-73.9126,Gas,Oil,,,1959.866914,U S Power Generating Company LLC,783.199005,4743.13
USA,USA0060856,163,34.7695,-102.0524,Wind,,,,2017,Astra Wind LLC,402.356,478.68
USA,USA0060457,8.5,44.9455,-69.6607,Waste,,,,2016,Athens Energy  LLC,53.348,1.54
USA,USA0055405,1221.6,42.2728,-73.8492,Gas,Oil,,,2003.778733,New Athens Generating Company LLC,0,4307.96
USA,USA0055319,4.6,33.9625,-83.3981,Oil,,,,2003.217391,Athens Regional Medical Center,0,2.69
USA,USA0060982,5,34.897,-77.7952,Solar,,,,2016,Atkinson Farm  LLC,9.692,10.1
USA,USA0054877,1.2,33.7611,-84.3892,Oil,,,,1991,Atlanta Gift Mart LP,0,0.7
USA,USA0001124,10,41.409,-95,Gas,Oil,,,1999,Atlantic Municipal Utilities,0.151,35.26
USA,USA0056900,2,39.3639,-74.4408,Solar,,,,2009,Constellation Solar New Jersey  LLC,2.99,3
USA,USA0058360,2.2,39.5199,-75.029,Solar,,,,2012,CVI CleanCapital Solar 4 LLC,3.261,3.05
USA,USA0055220,551.3,33.0147,-89.6753,Gas,,,,2001,Entergy Mississippi LLC,2295.278,1944.15
USA,USA0060521,4,45.1409,-94.7697,Solar,,,,2017,Enel Green Power NA  Inc.,6.085,6.51
USA,USA0058366,20.2,35.895,-119.5108,Solar,,,,2013,SPS Atwell Island LLC,38.063,48.03
USA,USA0059414,20,35.815,-119.4597,Solar,,,,2015,Consolidated Edison Development Inc.,55.712,50
USA,USA0002215,18.7,40.3883,-95.8464,Gas,Oil,,,1980.15508,Auburn Board of Public Works,0.149,65.94
USA,USA0057636,2.2,42.9441,-76.5939,Waste,Gas,,,2010,City of Auburn  New York,0,0.39
USA,USA0008009,7,42.9278,-76.5921,Gas,,,,2000,New York State Elec & Gas Corp,0.101,24.68
USA,USA0055234,814.4,39.3092,-91.5369,Gas,,,,2001,Union Electric Co - (MO),33.017,2871.97
USA,USA0058732,3,35.3281,-81.6219,Solar,,,,2016,Audrey Solar LLC,5.098,5.86
USA,USA0007657,3.6,41.2372,-84.3998,Hydro,,,,1996.111111,City of Bryan - (OH),11.105,11.16
USA,USA0061644,1.8,40.7649,-94.4756,Wind,,,,2017,August Wind Energy  LLC,6.285,5.28
USA,USA0001261,11.5,37.6785,-96.9719,Gas,Oil,,,1965.373913,City of Augusta - (KS),-0.213,40.55
USA,USA0006791,20.7,37.6861,-96.965,Gas,Oil,,,1983.743961,City of Augusta - (KS),-0.795,72.99
USA,USA0060313,4.9,35.5997,-77.6391,Solar,,,,2016,Augustus Farm  LLC,10.321,8.54
USA,USA0007250,36.2,58.3875,-134.6446,Oil,,,,1993.809392,Alaska Electric Light&Power Co,-0.186,21.21
USA,USA0055279,1086.2,41.8151,-88.2265,Gas,,,,2001.166452,Aurora Generation LLC,382.83,3830.47
USA,USA0000079,27.5,64.8477,-147.7351,Coal,,,,1968.727273,Aurora Energy LLC,0,127.02
USA,USA0003594,18,30.2934,-97.7844,Hydro,,,,1940,Lower Colorado River Authority,24.206,46.11
USA,USA0056524,6.4,30.3344,-97.6217,Waste,,,,2007,WM Renewable Energy LLC,41.422,1.15
USA,USA0060634,5,35.305,-81.1373,Solar,,,,2018,Cypress Creek Renewables,0,8.14
USA,USA0055566,1.9,44.4131,-96.4325,Wind,,,,2001,CHI Operations Inc,5.053,4.5
USA,USA0057996,35,20.596,-156.318,Wind,Storage,,,2013,Auwahi Wind Energy LLC,73.288,101.64
USA,USA0054801,1.2,36.4237,-79.9525,Hydro,,,,1998,Avalon Hydropower LLC,3.693,3.4
USA,USA0059168,29,32.0014,-110.9606,Solar,,,,2015,Avalon Solar,78.228,78.76
USA,USA0060062,16,32.0009,-110.9584,Solar,,,,2016,Avalon Solar Partners II  LLC,43.996,44.11
USA,USA0057359,6,35.9897,-120.11,Solar,,,,2011,Avenal Solar Holdings LLC,10.667,10.1
USA,USA0007854,3.6,41.7807,-89.6894,Oil,,,,2000,City of Rock Falls - (IL),0.209,2.1
USA,USA0002836,712.1,41.5045,-82.0546,Coal,Oil,,,1969.909844,GenOn Power Midwest  LP,535.647999,3289.31
USA,USA0000624,67.4,27.5794,-81.4928,Oil,Gas,,,1969,Duke Energy Florida  LLC,5.232,39.5
USA,USA0057657,26.5,32.3717,-111.2828,Solar,,,,2013,NRG Solar Avra Valley,73.725,67.54
USA,USA0050491,115.5,39.7475,-80.8547,Gas,,,,1961.805195,Westlake Chemical Natrium Plant,543.037172,407.31
USA,USA0055051,306,30.2586,-91.185,Gas,,,,1997,Axiall Corp,1497.070951,1079.1
USA,USA0058702,2,42.5761,-72.61,Solar,,,,2012,Axio Green LLC,2.203,2.26
USA,USA0058039,25,37.7342,-120.9956,Solar,,,,2013,Axium US Solar Holdings LLC,62.357,58.89
USA,USA0002355,8.4,43.5978,-71.7177,Hydro,,,,1925,Central Rivers Power NH  LLC,44.562,25.64
USA,USA0059463,2,42.7919,-71.1775,Solar,,,,2014,DESRI V Mass Solar Holdco  LLC,2.855,2.8
USA,USA0058792,19.4,35.2831,-81.6153,Solar,,,,2017,CD Global Solar Holdings  LLC,9.46,31.61
USA,USA0058482,7.7,32.9808,-82.5917,Solar,,,,2014,Dominion Renewable Energy,13.707,15.4
USA,USA0050999,6.7,44.9439,-70.9975,Hydro,,,,1988,Brookfield White Pine Hydro LLC,35.46,12.87
USA,USA0006449,3,34.1548,-117.9093,Hydro,,,,1949,City of Pasadena - (CA),0,5.22
USA,USA0050200,6.1,33.6887,-117.8348,Gas,,,,1989.032787,B Braun Medical Inc,34.659,21.51
USA,USA0056210,2,43.6514,-95.3755,Wind,,,,2004,Brewster,5.993,5.51
USA,USA0061453,5,45.0695,-93.6432,Solar,,,,2017,Minnesota Solar CSG 19  LLC,0.7,8.14
USA,USA0061454,3,45.665,-94.2254,Solar,,,,2017,Minnesota Solar CSG 21  LLC,0.354,4.88
USA,USA0061455,5,45.6236,-94.0782,Solar,,,,2017,Minnesota Solar CSG 9  LLC,0.706,8.14
USA,USA0055311,92.7,29.002,-95.394,Gas,Cogeneration,,,1999,BASF Corporation,570.208,326.9
USA,USA0058093,1,40.6972,-74.305,Solar,,,,2010,Bed Bath & Beyond,1.405,1.37
USA,USA0056624,4,43.6183,-95.4253,Wind,,,,2008,Ewington Wind Project,13.377,13.21
USA,USA0057847,7.5,40.0742,-74.6656,Waste,,,,2007,BC Landfill Energy LLC,44.515,1.35
USA,USA0060616,8,42.175,-120.3598,Solar,,,,2016,BC Solar,17.907,15.62
USA,USA0059930,5,34.9705,-80.3896,Solar,,,,2015,Cypress Creek Renewables,9.891,10.19
USA,USA0060116,1,42.0197,-71.6041,Solar,,,,2017,Tesla Inc.,0.388,1.62
USA,USA0060227,1.4,40.0985,-74.8259,Solar,,,,2016,Tesla Inc.,2.299,2.1
USA,USA0058173,11,34.8942,-82.1783,Waste,Gas,,,2009,BMW Manufacturing Co LLC,57.06344,1.99
USA,USA0061893,3.7,39.939,-75.108,Solar,,,,2018,BNB Camden Solar LLC,0.197,6.02
USA,USA0050540,13.5,33.8153,-118.2358,Gas,,,,1983.777778,Tesoro Carson Refinery,0,47.6
USA,USA0050404,38.8,28.5707,-96.8333,Cogeneration,,,,1993.907216,INEOS Nitriles Greenlake,37.74627,
USA,USA0050722,8.3,41.8108,-88.1486,Gas,,,,1991,BP America Inc,59.777,29.26
USA,USA0061313,1,39.1664,-94.6969,Solar,,,,2017,MC Power Companies Inc,0.425,1.62
USA,USA0059706,5,36.3725,-78.5985,Solar,,,,2016,SRE Utility Solar 1  LLC,9.254,10.25
USA,USA0060067,1.6,41.7956,-71.2266,Solar,,,,2016,BWC Swan Pond River  LLC,2.808,2.57
USA,USA0061069,3,42.0853,-71.5267,Solar,,,,2017,Ameresco BWC Wading River LLC,0.406,4.88
USA,USA0059496,5.6,43.8169,-111.7858,Gas,Oil,,,2015,Brigham Young Univ Idaho,39.95962,19.74
USA,USA0059993,84.5,26.8616,-81.751,Solar,Storage,,,2017.118343,Florida Power & Light Co,164.072,137.69
USA,USA0059026,3,39.2997,-76.4942,Biomass,Solar,,,2009.8,Mayor and City Council of Baltimore City,5.4,
USA,USA0059415,10.4,41.5428,-72.0936,Oil,,,,2014,Connecticut Mun Elec Engy Coop,0.897,6.09
USA,USA0060264,427.2,29.4923,-94.9848,Gas,,,,2018,PHR Holdings LLC,4.318,1506.51
USA,USA0055304,242,31.3869,-84.08,Gas,Oil,,,2000,Baconton Power LLC,0,853.41
USA,USA0007125,1296,35.0075,-82.9975,Hydro,,,,1991,Duke Energy Carolinas  LLC,-623.387,2925.42
USA,USA0058262,14.8,33.498,-112.8135,Solar,,,,2013,Desert Sky Solar LLC,40.069,39.55
USA,USA0010650,46,35.4837,-119.0299,Gas,,,,1991,WCAC Operating Company,15.982,162.21
USA,USA0057927,188,27.2231,-97.7892,Wind,,,,2015,Avangrid Renewables LLC,624.903,614.15
USA,USA0059127,5,35.7875,-78.1397,Solar,,,,2013,Bailey Farm LLC,9.547,9.62
USA,USA0000995,37.5,41.645,-87.1225,Gas,,,,1968,Northern Indiana Pub Serv Co,1545.642036,132.24
USA,USA0061527,5,36.0724,-79.3475,Solar,,,,2018,Cypress Creek Renewables,0,8.14
USA,USA0059428,1.5,40.5264,-123.7256,Hydro,,,,2014,Baker Station Associates  LP,4.653,5.16
USA,USA0059517,5,36.2703,-77.0603,Solar,,,,2017,Ecoplexus  Inc,5.555,8.14
USA,USA0061519,9,39.5703,-77.3634,Solar,,,,2016,Cypress Creek Renewables,2.161,14.93
USA,USA0059948,1.4,35.3176,-118.9899,Solar,,,,2015,Bakersfield 111 LLC,3.295,3.18
USA,USA0061118,1,35.33,-118.9931,Solar,,,,2018,Bakersfield Industrial PV 1  LLC,0.152,1.62
USA,USA0061117,5.3,35.325,-118.9815,Solar,,,,2018,Bakersfield PV 1  LLC,0.152,8.63
USA,USA0000217,31,36.9091,-119.0877,Hydro,,,,1927,Pacific Gas & Electric Co.,177.233,81.31
USA,USA0000218,97.2,36.9089,-119.0876,Hydro,,,,1958.5,Pacific Gas & Electric Co.,549.62,256.47
USA,USA0057882,1.7,45.2694,-122.7717,Solar,,,,2012,Portland General Electric Co,1.931,2.07
USA,USA0001262,4.2,38.7745,-95.1867,Oil,Gas,,,1966.857143,City of Baldwin City- (KS),0.062,2.46
USA,USA0008020,6.4,38.7649,-95.192,Oil,Gas,,,2004,City of Baldwin City- (KS),0.161,3.75
USA,USA0000889,1894.1,38.205,-89.8544,Coal,Other,,,1972.679901,Dynegy Midwest Generation Inc,7874.339001,8749.17
USA,USA0057347,102.4,47.1133,-100.7086,Wind,,,,2011,Baldwin Wind LLC,377.728,369.49
USA,USA0058900,299.7,36.5181,-100.8472,Wind,,,,2015,Balko Wind LLC,1050.678,1138.81
USA,USA0059040,2.4,43.1269,-72.7761,Hydro,,,,2016,Blue Heron Hydro LLC,4.863,6.76
USA,USA0059828,5,35.4589,-79.1739,Solar,,,,2016,SRE Utility Solar 1  LLC,9.718,10.24
USA,USA0060664,2,39.436,-76.22,Solar,,,,2016,Constellation Solar MC  LLC,3.258,3.14
USA,USA0060665,2,39.436,-76.22,Solar,,,,2016,Constellation Solar MC  LLC,3.304,3.14
USA,USA0060666,2,39.436,-76.22,Solar,,,,2016,Constellation Solar MC  LLC,3.205,3.14
USA,USA0060667,2,39.436,-76.22,Solar,,,,2016,Constellation Solar MC  LLC,3.287,3.14
USA,USA0001125,4.2,43.2926,-94.2171,Oil,,,,1994.285714,Bancroft Municipal Utilities,0.023,2.46
USA,USA0061205,1.5,29.681,-99.7622,Solar,,,,2017,SoCore Energy LLC,2.765,2.44
USA,USA0055152,3,33.7708,-84.3861,Oil,,,,1991,BF ATL Realty Services LLC,0,1.75
USA,USA0000002,53.9,33.4587,-87.3568,Hydro,,,,1963,Alabama Power Co,-0.291,162.59
USA,USA0059529,3.2,42.7878,-112.3656,Waste,,,,2016.5,Bannock County Landfill,11.734,0.57
USA,USA0010008,9,30.3145,-81.6627,Gas,Oil,,,1988.166667,Baptist Memorial Hospital,0,31.73
USA,USA0001481,4,43.6136,-70.5525,Hydro,,,,1956,Brookfield White Pine Hydro LLC,5.246,14.41
USA,USA0008030,22.5,43.7219,-105.7689,Gas,,,,2002,Basin Electric Power Coop,0.096,79.34
